Reaction	Perceptual Analysis_Representation	Perceptual Analysis_Formal Analysis	Perceptual Analysis_Formal Characterization	Personal Interpretation	Contextual Examination	Synthesis_Resolution	Synthesis_Evaluation
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: Why do you think so? What types of brush strokes(sculptural finish, photographic technique, etc.) do you see? Feedback example: If the work is very abstract, it is better to venture a guess than to describe it as having no denotative content.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: What was the quality of your experience in critiquing this work? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: Why do you think so? What types of brush strokes(sculptural finish, photographic technique, etc.) do you see? Feedback example: What else do you see?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: What was the quality of your experience in critiquing this work? Feedback example: That’s a really great opinion.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: Why do you think so? What types of brush strokes(sculptural finish, photographic technique, etc.) do you see? Feedback example: What do you see that makes you say that?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: How is the artwork or object connected to something you know about? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: Why do you think so? What types of brush strokes(sculptural finish, photographic technique, etc.) do you see? Feedback example: What more can you find?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: How is the artwork or object connected to something you know about? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: Why do you think so? What types of brush strokes(sculptural finish, photographic technique, etc.) do you see? Feedback example: Why did you think so?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: How is the artwork or object connected to something you know about? Feedback example: That’s a really great opinion.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: Why do you think so? What types of brush strokes(sculptural finish, photographic technique, etc.) do you see? Feedback example: Look at the image quietly for at least 30 seconds. And list 10 words or phrases about any aspect of the picture.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Have your perceptions or feelings changed since we started? How? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: Why do you think so? What types of brush strokes(sculptural finish, photographic technique, etc.) do you see? Feedback example: Describe more elaborately about the artwork then me.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Have your perceptions or feelings changed since we started? How? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: Why do you think so? What types of brush strokes(sculptural finish, photographic technique, etc.) do you see? Feedback example: Yes, they look like they are fighting, but no it’s not a crab and it’s not a raccoon. Can you guess it again?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Have your perceptions or feelings changed since we started? How? Feedback example: That’s a really great opinion.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: Let’s begin with general statements of obvious thematic content and then work to the specifics of detail and form.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Is there any difference after appreciating this art? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: If the work is very abstract, it is better to venture a guess than to describe it as having no denotative content.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Is there any difference after appreciating this art? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: What else do you see?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Is there any difference after appreciating this art? Feedback example: That’s a really great opinion.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: What do you see that makes you say that?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Would you like to own this work? Why or why not? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: What more can you find?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Would you like to own this work? Why or why not? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: Why did you think so?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Would you like to own this work? Why or why not? Feedback example: That’s a really great opinion.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: Look at the image quietly for at least 30 seconds. And list 10 words or phrases about any aspect of the picture.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Do you feel a need to resolve what you found through personal critique with what you found in the contextual examination? Can this be done? If so, how? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: Describe more elaborately about the artwork then me.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Do you feel a need to resolve what you found through personal critique with what you found in the contextual examination? Can this be done? If so, how? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: Yes, they look like they are fighting, but no it’s not a crab and it’s not a raccoon. Can you guess it again?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Do you feel a need to resolve what you found through personal critique with what you found in the contextual examination? Can this be done? If so, how? Feedback example: That’s a really great opinion.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What can you say is the characteristic of this work? Feedback example: Let’s begin with general statements of obvious thematic content and then work to the specifics of detail and form.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Is the work well made? Do you think its form, composition, and technique are good? Why or why not? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What can you say is the characteristic of this work? Feedback example: If the work is very abstract, it is better to venture a guess than to describe it as having no denotative content.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Is the work well made? Do you think its form, composition, and technique are good? Why or why not? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What can you say is the characteristic of this work? Feedback example: What else do you see?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Is the work well made? Do you think its form, composition, and technique are good? Why or why not? Feedback example: That’s a really great opinion.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What can you say is the characteristic of this work? Feedback example: What do you see that makes you say that?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Does it clearly express a point of view? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What can you say is the characteristic of this work? Feedback example: What more can you find?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Does it clearly express a point of view? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What can you say is the characteristic of this work? Feedback example: Why did you think so?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Does it clearly express a point of view? Feedback example: That’s a really great opinion.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What can you say is the characteristic of this work? Feedback example: Look at the image quietly for at least 30 seconds. And list 10 words or phrases about any aspect of the picture.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Overall, is it beautiful, visually satisfying, complete in and of itself? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What can you say is the characteristic of this work? Feedback example: Describe more elaborately about the artwork then me.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Overall, is it beautiful, visually satisfying, complete in and of itself? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: There are eight girls sitting on chairs. They got different kinds of dresses on and there is a mountain. Questioning example: What can you say is the characteristic of this work? Feedback example: Yes, they look like they are fighting, but no it’s not a crab and it’s not a raccoon. Can you guess it again?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Overall, is it beautiful, visually satisfying, complete in and of itself? Feedback example: That’s a really great opinion.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: Seems like that could be some kind of bird and then a cloud. Questioning example: And the orange thing is the cloud.What’s going on? Feedback example: Let’s begin with general statements of obvious thematic content and then work to the specifics of detail and form.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Can a judgment of the work also be extended to the social realm? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: Seems like that could be some kind of bird and then a cloud. Questioning example: And the orange thing is the cloud.What’s going on? Feedback example: If the work is very abstract, it is better to venture a guess than to describe it as having no denotative content.						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Can a judgment of the work also be extended to the social realm? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: Seems like that could be some kind of bird and then a cloud. Questioning example: And the orange thing is the cloud.What’s going on? Feedback example: What else do you see?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Can a judgment of the work also be extended to the social realm? Feedback example: That’s a really great opinion.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: Seems like that could be some kind of bird and then a cloud. Questioning example: And the orange thing is the cloud.What’s going on? Feedback example: What do you see that makes you say that?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Is this artwork important in society? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: Seems like that could be some kind of bird and then a cloud. Questioning example: And the orange thing is the cloud.What’s going on? Feedback example: What more can you find?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Is this artwork important in society? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: Seems like that could be some kind of bird and then a cloud. Questioning example: And the orange thing is the cloud.What’s going on? Feedback example: Why did you think so?						Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: Rene Magritte sees the world in a different way than you and I. He has more than just an ordinary eye. A mountainside to you and I look like an eagle spreading his wings to him. Only Rene Magritte would draw a painting of a painting of a scene. What other artis would draw a woman in a peach or a man thinking of an apple. Rene Magritte sees the world with a different eye. Questioning example: Is this artwork important in society? Feedback example: That’s a really great opinion.
